alpha_ref,capital_max_growth,a4_soft_link_rho,final_F_t_mean,final_F_t_std,final_F_t_min,final_F_t_max,final_U_n_mean,final_U_n_std,final_U_n_min,final_U_n_max,final_TV_mean,final_TV_std,final_TV_min,final_TV_max,TV_trend_mean,TV_trend_std,TV_trend_min,TV_trend_max,final_tau_mean,final_tau_std,final_gamma_mean,final_gamma_std,final_T_mean,final_T_std,final_C_mean,final_C_std
15.0,0.3,0.2,0.03199954505051554,0.0018009852095691912,0.03072605619601249,0.03327303390501859,2.1546327945730592,0.011590091583889297,2.1464373622195176,2.1628282269266004,0.05471647833897432,0.0032555809150681615,0.05241443499722812,0.057018521680720524,-0.02024554749879158,0.001608632960752813,-0.021383022773780087,-0.01910807222380307,0.83582178143423,0.019866761529608704,0.014777498413225225,0.001834425947241401,22.72577685754552,1.423679938329821,2154.63279457306,11.590091583889631
15.0,0.3,0.3,0.03199954505051554,0.0018009852095691912,0.03072605619601249,0.03327303390501859,2.1546327945730592,0.011590091583889297,2.1464373622195176,2.1628282269266004,0.05471647833897432,0.0032555809150681615,0.05241443499722812,0.057018521680720524,-0.02024554749879158,0.001608632960752813,-0.021383022773780087,-0.01910807222380307,0.83582178143423,0.019866761529608704,0.014777498413225225,0.001834425947241401,22.72577685754552,1.423679938329821,2154.63279457306,11.590091583889631
15.0,0.5,0.1,0.03199954505051554,0.0018009852095691912,0.03072605619601249,0.03327303390501859,2.1546327945730592,0.011590091583889297,2.1464373622195176,2.1628282269266004,0.05471647833897432,0.0032555809150681615,0.05241443499722812,0.057018521680720524,-0.02024554749879158,0.001608632960752813,-0.021383022773780087,-0.01910807222380307,0.83582178143423,0.019866761529608704,0.014777498413225225,0.001834425947241401,22.72577685754552,1.423679938329821,2154.63279457306,11.590091583889631
15.0,0.5,0.2,0.03199954505051554,0.0018009852095691912,0.03072605619601249,0.03327303390501859,2.1546327945730592,0.011590091583889297,2.1464373622195176,2.1628282269266004,0.05471647833897432,0.0032555809150681615,0.05241443499722812,0.057018521680720524,-0.02024554749879158,0.001608632960752813,-0.021383022773780087,-0.01910807222380307,0.83582178143423,0.019866761529608704,0.014777498413225225,0.001834425947241401,22.72577685754552,1.423679938329821,2154.63279457306,11.590091583889631
15.0,0.5,0.3,0.03199954505051554,0.0018009852095691912,0.03072605619601249,0.03327303390501859,2.1546327945730592,0.011590091583889297,2.1464373622195176,2.1628282269266004,0.05471647833897432,0.0032555809150681615,0.05241443499722812,0.057018521680720524,-0.02024554749879158,0.001608632960752813,-0.021383022773780087,-0.01910807222380307,0.83582178143423,0.019866761529608704,0.014777498413225225,0.001834425947241401,22.72577685754552,1.423679938329821,2154.63279457306,11.590091583889631
15.0,0.7,0.1,0.03199954505051554,0.0018009852095691912,0.03072605619601249,0.03327303390501859,2.1546327945730592,0.011590091583889297,2.1464373622195176,2.1628282269266004,0.05471647833897432,0.0032555809150681615,0.05241443499722812,0.057018521680720524,-0.02024554749879158,0.001608632960752813,-0.021383022773780087,-0.01910807222380307,0.83582178143423,0.019866761529608704,0.014777498413225225,0.001834425947241401,22.72577685754552,1.423679938329821,2154.63279457306,11.590091583889631
15.0,0.7,0.2,0.03199954505051554,0.0018009852095691912,0.03072605619601249,0.03327303390501859,2.1546327945730592,0.011590091583889297,2.1464373622195176,2.1628282269266004,0.05471647833897432,0.0032555809150681615,0.05241443499722812,0.057018521680720524,-0.02024554749879158,0.001608632960752813,-0.021383022773780087,-0.01910807222380307,0.83582178143423,0.019866761529608704,0.014777498413225225,0.001834425947241401,22.72577685754552,1.423679938329821,2154.63279457306,11.590091583889631
15.0,0.7,0.3,0.03199954505051554,0.0018009852095691912,0.03072605619601249,0.03327303390501859,2.1546327945730592,0.011590091583889297,2.1464373622195176,2.1628282269266004,0.05471647833897432,0.0032555809150681615,0.05241443499722812,0.057018521680720524,-0.02024554749879158,0.001608632960752813,-0.021383022773780087,-0.01910807222380307,0.83582178143423,0.019866761529608704,0.014777498413225225,0.001834425947241401,22.72577685754552,1.423679938329821,2154.63279457306,11.590091583889631
20.0,0.3,0.1,0.028290599793296244,0.0006028100068063883,0.027864348749716338,0.02871685083687615,2.064085343618345,0.010425696680285224,2.0567132627971207,2.0714574244395685,0.06463020022192877,0.0015902726008674903,0.0635057076819202,0.06575469276193734,-0.02157276652884014,0.0016065823142788923,-0.02270879177780112,-0.02043674127987916,0.8355275195616956,0.01986118341799799,0.014777498413225225,0.001834425947241401,26.793498061808645,0.7504757650423277,2064.085343618345,10.425696680285428
20.0,0.3,0.2,0.028290599793296244,0.0006028100068063883,0.027864348749716338,0.02871685083687615,2.064085343618345,0.010425696680285224,2.0567132627971207,2.0714574244395685,0.06463020022192877,0.0015902726008674903,0.0635057076819202,0.06575469276193734,-0.02157276652884014,0.0016065823142788923,-0.02270879177780112,-0.02043674127987916,0.8355275195616956,0.01986118341799799,0.014777498413225225,0.001834425947241401,26.793498061808645,0.7504757650423277,2064.085343618345,10.425696680285428
20.0,0.3,0.3,0.028290599793296244,0.0006028100068063883,0.027864348749716338,0.02871685083687615,2.064085343618345,0.010425696680285224,2.0567132627971207,2.0714574244395685,0.06463020022192877,0.0015902726008674903,0.0635057076819202,0.06575469276193734,-0.02157276652884014,0.0016065823142788923,-0.02270879177780112,-0.02043674127987916,0.8355275195616956,0.01986118341799799,0.014777498413225225,0.001834425947241401,26.793498061808645,0.7504757650423277,2064.085343618345,10.425696680285428
20.0,0.5,0.1,0.028290599793296244,0.0006028100068063883,0.027864348749716338,0.02871685083687615,2.064085343618345,0.010425696680285224,2.0567132627971207,2.0714574244395685,0.06463020022192877,0.0015902726008674903,0.0635057076819202,0.06575469276193734,-0.02157276652884014,0.0016065823142788923,-0.02270879177780112,-0.02043674127987916,0.8355275195616956,0.01986118341799799,0.014777498413225225,0.001834425947241401,26.793498061808645,0.7504757650423277,2064.085343618345,10.425696680285428
20.0,0.5,0.2,0.028290599793296244,0.0006028100068063883,0.027864348749716338,0.02871685083687615,2.064085343618345,0.010425696680285224,2.0567132627971207,2.0714574244395685,0.06463020022192877,0.0015902726008674903,0.0635057076819202,0.06575469276193734,-0.02157276652884014,0.0016065823142788923,-0.02270879177780112,-0.02043674127987916,0.8355275195616956,0.01986118341799799,0.014777498413225225,0.001834425947241401,26.793498061808645,0.7504757650423277,2064.085343618345,10.425696680285428
20.0,0.5,0.3,0.028290599793296244,0.0006028100068063883,0.027864348749716338,0.02871685083687615,2.064085343618345,0.010425696680285224,2.0567132627971207,2.0714574244395685,0.06463020022192877,0.0015902726008674903,0.0635057076819202,0.06575469276193734,-0.02157276652884014,0.0016065823142788923,-0.02270879177780112,-0.02043674127987916,0.8355275195616956,0.01986118341799799,0.014777498413225225,0.001834425947241401,26.793498061808645,0.7504757650423277,2064.085343618345,10.425696680285428
20.0,0.7,0.1,0.028290599793296244,0.0006028100068063883,0.027864348749716338,0.02871685083687615,2.064085343618345,0.010425696680285224,2.0567132627971207,2.0714574244395685,0.06463020022192877,0.0015902726008674903,0.0635057076819202,0.06575469276193734,-0.02157276652884014,0.0016065823142788923,-0.02270879177780112,-0.02043674127987916,0.8355275195616956,0.01986118341799799,0.014777498413225225,0.001834425947241401,26.793498061808645,0.7504757650423277,2064.085343618345,10.425696680285428
20.0,0.7,0.2,0.028290599793296244,0.0006028100068063883,0.027864348749716338,0.02871685083687615,2.064085343618345,0.010425696680285224,2.0567132627971207,2.0714574244395685,0.06463020022192877,0.0015902726008674903,0.0635057076819202,0.06575469276193734,-0.02157276652884014,0.0016065823142788923,-0.02270879177780112,-0.02043674127987916,0.8355275195616956,0.01986118341799799,0.014777498413225225,0.001834425947241401,26.793498061808645,0.7504757650423277,2064.085343618345,10.425696680285428
20.0,0.7,0.3,0.028290599793296244,0.0006028100068063883,0.027864348749716338,0.02871685083687615,2.064085343618345,0.010425696680285224,2.0567132627971207,2.0714574244395685,0.06463020022192877,0.0015902726008674903,0.0635057076819202,0.06575469276193734,-0.02157276652884014,0.0016065823142788923,-0.02270879177780112,-0.02043674127987916,0.8355275195616956,0.01986118341799799,0.014777498413225225,0.001834425947241401,26.793498061808645,0.7504757650423277,2064.085343618345,10.425696680285428
