alpha_ref,capital_max_growth,a4_soft_link_rho,final_F_t_mean,final_F_t_std,final_F_t_min,final_F_t_max,final_U_n_mean,final_U_n_std,final_U_n_min,final_U_n_max,final_TV_mean,final_TV_std,final_TV_min,final_TV_max,TV_trend_mean,TV_trend_std,TV_trend_min,TV_trend_max,final_tau_mean,final_tau_std,final_gamma_mean,final_gamma_std,final_T_mean,final_T_std,final_C_mean,final_C_std
10.0,0.3,0.1,0.04075271148224928,0.0010914281254671547,0.03998095525355373,0.041524467710944826,2.3034612273379707,0.012925998173351272,2.294321166375989,2.3126012882999523,0.04002677978494462,0.0012072652798865537,0.039173114318845764,0.04088044525104348,-0.01912425810146877,0.0020008190661572013,-0.02053905083107586,-0.017709465371861674,0.8362691116071963,0.01987611180474851,0.014777498413225225,0.001834425947241401,16.669537862834854,0.5487996959306088,2303.461227337969,12.925998173351081
10.0,0.3,0.2,0.04075271148224928,0.0010914281254671547,0.03998095525355373,0.041524467710944826,2.3034612273379707,0.012925998173351272,2.294321166375989,2.3126012882999523,0.04002677978494462,0.0012072652798865537,0.039173114318845764,0.04088044525104348,-0.01912425810146877,0.0020008190661572013,-0.02053905083107586,-0.017709465371861674,0.8362691116071963,0.01987611180474851,0.014777498413225225,0.001834425947241401,16.669537862834854,0.5487996959306088,2303.461227337969,12.925998173351081
10.0,0.3,0.3,0.04075271148224928,0.0010914281254671547,0.03998095525355373,0.041524467710944826,2.3034612273379707,0.012925998173351272,2.294321166375989,2.3126012882999523,0.04002677978494462,0.0012072652798865537,0.039173114318845764,0.04088044525104348,-0.01912425810146877,0.0020008190661572013,-0.02053905083107586,-0.017709465371861674,0.8362691116071963,0.01987611180474851,0.014777498413225225,0.001834425947241401,16.669537862834854,0.5487996959306088,2303.461227337969,12.925998173351081
10.0,0.5,0.1,0.04075271148224928,0.0010914281254671547,0.03998095525355373,0.041524467710944826,2.3034612273379707,0.012925998173351272,2.294321166375989,2.3126012882999523,0.04002677978494462,0.0012072652798865537,0.039173114318845764,0.04088044525104348,-0.01912425810146877,0.0020008190661572013,-0.02053905083107586,-0.017709465371861674,0.8362691116071963,0.01987611180474851,0.014777498413225225,0.001834425947241401,16.669537862834854,0.5487996959306088,2303.461227337969,12.925998173351081
10.0,0.5,0.2,0.04075271148224928,0.0010914281254671547,0.03998095525355373,0.041524467710944826,2.3034612273379707,0.012925998173351272,2.294321166375989,2.3126012882999523,0.04002677978494462,0.0012072652798865537,0.039173114318845764,0.04088044525104348,-0.01912425810146877,0.0020008190661572013,-0.02053905083107586,-0.017709465371861674,0.8362691116071963,0.01987611180474851,0.014777498413225225,0.001834425947241401,16.669537862834854,0.5487996959306088,2303.461227337969,12.925998173351081
10.0,0.5,0.3,0.04075271148224928,0.0010914281254671547,0.03998095525355373,0.041524467710944826,2.3034612273379707,0.012925998173351272,2.294321166375989,2.3126012882999523,0.04002677978494462,0.0012072652798865537,0.039173114318845764,0.04088044525104348,-0.01912425810146877,0.0020008190661572013,-0.02053905083107586,-0.017709465371861674,0.8362691116071963,0.01987611180474851,0.014777498413225225,0.001834425947241401,16.669537862834854,0.5487996959306088,2303.461227337969,12.925998173351081
10.0,0.7,0.1,0.04075271148224928,0.0010914281254671547,0.03998095525355373,0.041524467710944826,2.3034612273379707,0.012925998173351272,2.294321166375989,2.3126012882999523,0.04002677978494462,0.0012072652798865537,0.039173114318845764,0.04088044525104348,-0.01912425810146877,0.0020008190661572013,-0.02053905083107586,-0.017709465371861674,0.8362691116071963,0.01987611180474851,0.014777498413225225,0.001834425947241401,16.669537862834854,0.5487996959306088,2303.461227337969,12.925998173351081
10.0,0.7,0.2,0.04075271148224928,0.0010914281254671547,0.03998095525355373,0.041524467710944826,2.3034612273379707,0.012925998173351272,2.294321166375989,2.3126012882999523,0.04002677978494462,0.0012072652798865537,0.039173114318845764,0.04088044525104348,-0.01912425810146877,0.0020008190661572013,-0.02053905083107586,-0.017709465371861674,0.8362691116071963,0.01987611180474851,0.014777498413225225,0.001834425947241401,16.669537862834854,0.5487996959306088,2303.461227337969,12.925998173351081
10.0,0.7,0.3,0.04075271148224928,0.0010914281254671547,0.03998095525355373,0.041524467710944826,2.3034612273379707,0.012925998173351272,2.294321166375989,2.3126012882999523,0.04002677978494462,0.0012072652798865537,0.039173114318845764,0.04088044525104348,-0.01912425810146877,0.0020008190661572013,-0.02053905083107586,-0.017709465371861674,0.8362691116071963,0.01987611180474851,0.014777498413225225,0.001834425947241401,16.669537862834854,0.5487996959306088,2303.461227337969,12.925998173351081
15.0,0.3,0.1,0.03199954505051554,0.0018009852095691912,0.03072605619601249,0.03327303390501859,2.1546327945730592,0.011590091583889297,2.1464373622195176,2.1628282269266004,0.05471647833897432,0.0032555809150681615,0.05241443499722812,0.057018521680720524,-0.02024554749879158,0.001608632960752813,-0.021383022773780087,-0.01910807222380307,0.83582178143423,0.019866761529608704,0.014777498413225225,0.001834425947241401,22.72577685754552,1.423679938329821,2154.63279457306,11.590091583889631
